名称,地址,经纬度,电话,省份,城市,区县
凯旋发艺,克山镇商品楼二号,"125.864746,48.032087",[],黑龙江省,齐齐哈尔市,克山县
森屿美发,市场路二段路东幸福家园三期5号商服00单元01层02号,"125.864169,48.036993",17824059677,黑龙江省,齐齐哈尔市,克山县
阿文美发烫染店,晟豪尚城东北门北50米,"125.876156,48.027073",[],黑龙江省,齐齐哈尔市,克山县
晓晶美发专业烫染(置泰·美莱湾B区店),置泰·美莱湾B区,"125.872020,48.039424",[],黑龙江省,齐齐哈尔市,克山县
超人美发(昊方小区店),克山镇昊方1号楼13门,"125.878265,48.035941",[],黑龙江省,齐齐哈尔市,克山县
先君发屋,瑞士家园南门东110米,"125.870878,48.038732",[],黑龙江省,齐齐哈尔市,克山县
尚都造型,新民家园西南门北90米,"125.879777,48.019948",[],黑龙江省,齐齐哈尔市,克山县
金发道美发烫发(置泰·美莱湾B区店),置泰·美莱湾B区,"125.875502,48.040132",[],黑龙江省,齐齐哈尔市,克山县
昕源美发,泡北路与南大街交叉口东60米,"125.875875,48.031055",[],黑龙江省,齐齐哈尔市,克山县
金莎烫染沙龙,南大街与泡北路交叉口正北方向112米,"125.875042,48.031743",15145262991,黑龙江省,齐齐哈尔市,克山县
猎潮造型(克山店),十字街西路南(爱阁家纺楼下),"125.870970,48.032899",[],黑龙江省,齐齐哈尔市,克山县
飞叶美发(瑞士家园店),繁荣路一段路北瑞士家园2号楼底层3号,"125.869697,48.038729",15636965598,黑龙江省,齐齐哈尔市,克山县
丫丫造型,北大街一段克山县中医院附近,"125.875724,48.032352",15824435666,黑龙江省,齐齐哈尔市,克山县
腾跃美业,银达小区北门旁,"125.871625,48.035925",[],黑龙江省,齐齐哈尔市,克山县
欧尚美发(石桥北街店),幸福5期东北1门南90米,"125.867252,48.038931",18686909432,黑龙江省,齐齐哈尔市,克山县
艺伟造型形象设计,通顺路与南大街交叉口西40米,"125.875712,48.028209",15174556602,黑龙江省,齐齐哈尔市,克山县
天缘美发(幸福家园六区A区店),幸福家园六区A区东门旁,"125.867814,48.037312",13845278977,黑龙江省,齐齐哈尔市,克山县
天妮美发(圣水华庭店),泡北路圣水华庭,"125.878028,48.031187",15845763363,黑龙江省,齐齐哈尔市,克山县
奈丝造型工作室,北环东路与211省道交叉口东80米,"125.871762,48.042085",[],黑龙江省,齐齐哈尔市,克山县
c位造型,南大街与南环西路交叉口西北100米,"125.876720,48.026135",19845282477,黑龙江省,齐齐哈尔市,克山县
名剪美发名店,北大街一段路东(中国邮政储蓄银行斜对面),"125.873362,48.035748",18746222906,黑龙江省,齐齐哈尔市,克山县
金星发廊,北大街三段33号,"125.870568,48.041249",15145410118,黑龙江省,齐齐哈尔市,克山县
袁袁美发,北兴镇十字街路南道西赵玉超市北屋,"125.661812,48.482472",13206601311;15904566696,黑龙江省,齐齐哈尔市,克山县
浪漫奇迹烫染坊(尚水壹品店),尚水壹品2号楼门市4门,"125.881135,48.031695",15222726200,黑龙江省,齐齐哈尔市,克山县
金莎造型(克山县店),南大街与西大街交叉口南80米,"125.873969,48.032727",[],黑龙江省,齐齐哈尔市,克山县
丝来秀美发造型工作室,银达小区北门北50米,"125.871558,48.036180",[],黑龙江省,齐齐哈尔市,克山县
微微造型,克山宾馆(北大街东),"125.873794,48.034930",[],黑龙江省,齐齐哈尔市,克山县
艺琅发型,西街大市场道北艺琅发型,"125.865288,48.032154",[],黑龙江省,齐齐哈尔市,克山县
忠莹美发厅,友谊路与建设路交叉口北80米,"125.875981,48.040457",[],黑龙江省,齐齐哈尔市,克山县
冬娜美发(置泰·美莱湾店),置泰·美莱湾B区,"125.872121,48.040753",15636283789,黑龙江省,齐齐哈尔市,克山县
长林发廊,金盾宾馆楼下,"125.875047,48.030123",[],黑龙江省,齐齐哈尔市,克山县
天辰美发,通达路与南大街交叉口西南40米,"125.874534,48.030538",[],黑龙江省,齐齐哈尔市,克山县
尚美发艺,银达小区北门东北100米,"125.872070,48.036334",[],黑龙江省,齐齐哈尔市,克山县
老理发店,汇丰巷与西大街交叉口东南120米,"125.873249,48.032404",[],黑龙江省,齐齐哈尔市,克山县
小五美发,幸福家园六区B区东门东北50米,"125.869156,48.034914",[],黑龙江省,齐齐哈尔市,克山县
幻彩造型专业烫染店,友谊路与东大街交叉口北60米,"125.878103,48.034783",[],黑龙江省,齐齐哈尔市,克山县
王健美发,北大街与北环西路交叉口南60米,"125.870566,48.041284",[],黑龙江省,齐齐哈尔市,克山县
创艺美发会所(幸福家园三期店),幸福家园西南1门旁,"125.864572,48.035791",[],黑龙江省,齐齐哈尔市,克山县
简艺美发,市场路与繁华路交叉口东南60米,"125.865039,48.034457",13644520379,黑龙江省,齐齐哈尔市,克山县
小巴黎发廊(团结街店),实验小学对面,"125.865905,48.031273",[],黑龙江省,齐齐哈尔市,克山县
社慕颜烫染·尚美造型,通达路与南大街交叉口西40米,"125.874525,48.031025",[],黑龙江省,齐齐哈尔市,克山县
港新美发,西联中学西侧150米,"125.310275,48.088025",[],黑龙江省,齐齐哈尔市,克山县
悦沐美发,西大街与市场街交叉口东140米,"125.867625,48.032625",[],黑龙江省,齐齐哈尔市,克山县
小苏美发,北环东路二段与文明街交叉口西南200米,"125.877370,48.041857",[],黑龙江省,齐齐哈尔市,克山县
发亿发廊,文明街与康安巷交叉口东北20米,"125.881675,48.036475",[],黑龙江省,齐齐哈尔市,克山县
玫瑰缘美容美发会馆,南大街与通顺路交叉口北40米,"125.876325,48.028475",[],黑龙江省,齐齐哈尔市,克山县
金剪子美发,曙光乡兴光村退役军人服务站东南侧240米,"125.655725,48.420925",[],黑龙江省,齐齐哈尔市,克山县
美中王美发,303省道与024乡道交叉口东80米,"125.662909,48.483594",[],黑龙江省,齐齐哈尔市,克山县
名咖美发,克山镇石桥北街瑞士家园,"125.867656,48.039063",[],黑龙江省,齐齐哈尔市,克山县
尚美造型(幸福家园五区店),克山镇幸福家园5区十五号楼,"125.866503,48.039647",[],黑龙江省,齐齐哈尔市,克山县
领秀美发工作室(阳光小区店),阳光小区东北门旁,"125.877525,48.035075",[],黑龙江省,齐齐哈尔市,克山县
闫东美发(置泰·美莱湾B区店),置泰·美莱湾B区,"125.872147,48.040678",15533300567,黑龙江省,齐齐哈尔市,克山县
艾美发艺,北环东路与友谊街交叉口东南120米,"125.876231,48.041751",[],黑龙江省,齐齐哈尔市,克山县
依诺美发(幸福家园六区店),幸福家园六区A区,"125.867417,48.037200",[],黑龙江省,齐齐哈尔市,克山县
思雨发廊,054县道与繁荣路交叉口东南260米,"125.563335,48.075479",[],黑龙江省,齐齐哈尔市,克山县
天泽发廊,余佳四轮配件商店(古城站东北),"125.682179,47.963558",[],黑龙江省,齐齐哈尔市,克山县
蔷薇美发,政府路与仁爱路交叉口西20米,"125.491518,48.173449",[],黑龙江省,齐齐哈尔市,克山县
晓雪发廊,211省道与027乡道交叉口北300米,"125.893825,47.947375",[],黑龙江省,齐齐哈尔市,克山县
好来屋美发造型,克山镇新一百对面,"125.875133,48.031202",[],黑龙江省,齐齐哈尔市,克山县
孙燕美甲工作室,康乐巷与北大街交叉口东60米,"125.874307,48.035007",15174599444,黑龙江省,齐齐哈尔市,克山县
九纹龙纹身纹绣美甲工作室,星光路与星光路香园巷交叉口西南100米,"125.877621,48.032442",13836232223;13836322223,黑龙江省,齐齐哈尔市,克山县
美梅美容工作室,康乐巷与北大街交叉口东60米,"125.874241,48.035004",[],黑龙江省,齐齐哈尔市,克山县
云枢工作室,阳光小区,"125.877775,48.034425",[],黑龙江省,齐齐哈尔市,克山县
赵伟工作室,灵峰医药东侧90米,"125.678375,47.962975",[],黑龙江省,齐齐哈尔市,克山县
朋克造型(鸿福花园店),鸿福花园6号楼,"126.254794,48.039718",18245227667,黑龙江省,齐齐哈尔市,克东县
1+1美发会所(鸿福花园店),洪福花园六号楼门市,"126.254562,48.039702",15145400055,黑龙江省,齐齐哈尔市,克东县
简约发社(鸿福花园店),鸿福花园12号楼,"126.251575,48.039434",13100828929,黑龙江省,齐齐哈尔市,克东县
酷奇发艺(齐齐哈尔克东县),克东镇晟世家园3号楼门市,"126.248780,48.039578",[],黑龙江省,齐齐哈尔市,克东县
名扬造型轻奢网红烫染店(繁荣街店),新步行街(铜锣湾女装正对面),"126.250628,48.039208",13604616547;15174566929,黑龙江省,齐齐哈尔市,克东县
芳芳经典发艺,鸿福花园8号楼门市,"126.253303,48.039601",17845457771,黑龙江省,齐齐哈尔市,克东县
靓丽发艺,克东镇浦峪大道194号二中对面,"126.260327,48.039143",15146231002,黑龙江省,齐齐哈尔市,克东县
佳林造型(鸿福花园店),保安街鸿福花园五号楼,"126.253144,48.039828",15146666190,黑龙江省,齐齐哈尔市,克东县
熠典造型网红烫染店,克东镇保安街鸿福花园3号楼商服东数第2门熠典造型网红烫染店,"126.255118,48.039962",[],黑龙江省,齐齐哈尔市,克东县
氧发堂天然植物染发(克东店),克东镇鸿福花园6号楼氧发堂,"126.253634,48.039885",[],黑龙江省,齐齐哈尔市,克东县
大新发艺烫染专业店,保安街鸿福花园12号楼,"126.251728,48.039470",[],黑龙江省,齐齐哈尔市,克东县
7+HAIR SALON柒家烫染专业店,北步行街大光明眼镜南数第七家铜锣湾女装对面,"126.250712,48.039263",13274666159,黑龙江省,齐齐哈尔市,克东县
根据地发艺(鸿福花园店),保安街鸿福花园12号楼,"126.253283,48.039840",13763532525,黑龙江省,齐齐哈尔市,克东县
多彩美发,镇惠民街127号,"126.258140,48.039086",15146238816,黑龙江省,齐齐哈尔市,克东县
匠人美容美发会所(鸿福花园店),鸿福花园东三街东门南150米,"126.255338,48.039358",15636221723,黑龙江省,齐齐哈尔市,克东县
美彤发廊,克东镇土地局家属楼一楼,"126.260294,48.039141",[],黑龙江省,齐齐哈尔市,克东县
开心美发(鸿福花园店),鸿福花园南区北2门旁,"126.252663,48.039593",[],黑龙江省,齐齐哈尔市,克东县
独品造型(繁荣街店),新步行街路东独品造型,"126.250624,48.039344",[],黑龙江省,齐齐哈尔市,克东县
蒙坦妮发艺(恒祥首府店),鑫源路156东南方向70米恒祥首府,"126.251555,48.034818",[],黑龙江省,齐齐哈尔市,克东县
亚惠发廊,保安街诚达小区,"126.259793,48.041751",[],黑龙江省,齐齐哈尔市,克东县
金梵造型,蒲裕大道300号金梵造型,"126.257430,48.038912",15046281432,黑龙江省,齐齐哈尔市,克东县
型色风彩美发沙龙,学府一期1号楼门市8门,"126.255942,48.044486",15510991421,黑龙江省,齐齐哈尔市,克东县
喜剪形象设计发艺,恒祥首府北1门旁,"126.253248,48.035650",13803630334,黑龙江省,齐齐哈尔市,克东县
东市美发厅,人和路与新成街交叉口东80米,"126.261444,48.041881",[],黑龙江省,齐齐哈尔市,克东县
沙龙发艺,克东镇糖酒楼下,"126.246967,48.035379",[],黑龙江省,齐齐哈尔市,克东县
唯美发艺,克东县水务局东侧50米,"126.265214,48.042170",[],黑龙江省,齐齐哈尔市,克东县
洋洋发艺(恒祥首府店),恒祥首府北门旁,"126.252177,48.035382",13763555359,黑龙江省,齐齐哈尔市,克东县
流行密码(惠民街店),克东镇惠民街191号,"126.257960,48.040555",18746890778,黑龙江省,齐齐哈尔市,克东县
幻彩发艺(鑫鹏家园店),鑫鹏家园西门西北80米,"126.257828,48.043485",15845652520,黑龙江省,齐齐哈尔市,克东县
月亮湾发艺,蒲峪大道211号,"126.251696,48.041108",13763555727,黑龙江省,齐齐哈尔市,克东县
小伟发艺(鸿福花园东三街店),鸿福花园南区北门东北110米,"126.254757,48.040100",15845779213,黑龙江省,齐齐哈尔市,克东县
亮剪美发美容室(复兴街店),鸿福花园东三街东门南180米,"126.255249,48.039176",15214423128,黑龙江省,齐齐哈尔市,克东县
你好漂亮时尚发艺(蒲峪大道店),蒲峪大道与繁荣街交叉口西140米,"126.248700,48.038330",[],黑龙江省,齐齐哈尔市,克东县
咔咔造型(鸿福花园店),克东镇鸿福花园5号楼门市,"126.253632,48.039862",[],黑龙江省,齐齐哈尔市,克东县
红豆专业美发沙龙(裕昌路店),鸿福花园3号楼门市,"126.254553,48.040083",[],黑龙江省,齐齐哈尔市,克东县
雅凡美容美发,福山大街406号,"126.246678,48.040022",[],黑龙江省,齐齐哈尔市,克东县
名发一族(鸿福花园店),克东镇鸿福花园八号楼门市,"126.253092,48.039600",15663377027,黑龙江省,齐齐哈尔市,克东县
巧手美发,克东县建筑总公司一楼(绿博泉洗浴对面),"126.262606,48.039331",[],黑龙江省,齐齐哈尔市,克东县
7+HAIRSALON私人发型定制,复兴街60号锦上华府小区,"126.255372,48.036140",13274666159,黑龙江省,齐齐哈尔市,克东县
悦淇美发(鸿福花园店),克东镇鸿福花园小区3号楼,"126.254915,48.040113",[],黑龙江省,齐齐哈尔市,克东县
博阳发艺,蒲峪大道与福山大街交叉口东120米,"126.248324,48.038174",[],黑龙江省,齐齐哈尔市,克东县
红双喜发艺,克东镇庆祥街南二道街老商品楼楼下,"126.246060,48.035368",[],黑龙江省,齐齐哈尔市,克东县
晟悦造型,克东镇竹林食府楼下,"126.255935,48.039001",[],黑龙江省,齐齐哈尔市,克东县
岩岩美发,人和路与新成街交叉口东80米,"126.261372,48.041876",13836234185,黑龙江省,齐齐哈尔市,克东县
亚美美容美发(人和茗苑店),人和茗苑南门旁,"126.251439,48.039706",13763462115,黑龙江省,齐齐哈尔市,克东县
北方发艺(惠达路店),福山大街170号,"126.247818,48.033752",[],黑龙江省,齐齐哈尔市,克东县
美格发艺,克东镇鸿福名苑西侧商服9号楼,"126.258546,48.039808",[],黑龙江省,齐齐哈尔市,克东县
超越发廊,克东镇保安街竹林食府对面,"126.255257,48.039106",[],黑龙江省,齐齐哈尔市,克东县
云尚美发,复兴街与蒲峪大道交叉口东北40米,"126.255939,48.038927",[],黑龙江省,齐齐哈尔市,克东县
伊然美美发,阳光家园一号楼一单元,"126.254888,48.035962",[],黑龙江省,齐齐哈尔市,克东县
金宝发艺,蒲峪大道364号,"126.254263,48.038606",[],黑龙江省,齐齐哈尔市,克东县
雅琪美发,福山大街与鑫源路交叉口西北20米,"126.246967,48.035377",[],黑龙江省,齐齐哈尔市,克东县
米粒发艺,保安街建筑公司住宅楼,"126.262333,48.039144",[],黑龙江省,齐齐哈尔市,克东县
燕子发屋,克东县第一小学东门北80米,"126.251853,48.031839",[],黑龙江省,齐齐哈尔市,克东县
婉彤美发(诚达小区店),诚达小区南门西60米,"126.258637,48.041648",[],黑龙江省,齐齐哈尔市,克东县
维纳斯美发,克东镇二建家属楼下,"126.253708,48.038634",[],黑龙江省,齐齐哈尔市,克东县
叶子发艺,保安街鸿福花园5号楼东第6家,"126.253690,48.039866",[],黑龙江省,齐齐哈尔市,克东县
红旭发廊,蒲峪大道与振兴街交叉口东60米,"126.243639,48.037858",[],黑龙江省,齐齐哈尔市,克东县
香盼发艺,福山大街与鑫源路交叉口北80米,"126.247372,48.035948",[],黑龙江省,齐齐哈尔市,克东县
小旭发型工作室,鑫馨家园西门北120米,"126.255687,48.040716",[],黑龙江省,齐齐哈尔市,克东县
思淼发艺,鑫源路与繁荣街交叉口东100米,"126.252515,48.035790",15754522427,黑龙江省,齐齐哈尔市,克东县
东方发艺(西二道街),蒲峪大道与振兴街交叉口西40米,"126.242294,48.037755",[],黑龙江省,齐齐哈尔市,克东县
凯腾美发,蒲峪大道与福山大街交叉口东140米,"126.248542,48.038186",[],黑龙江省,齐齐哈尔市,克东县
M原创发型设计(鑫馨家园店),东三街170号,"126.255909,48.039762",18746234266,黑龙江省,齐齐哈尔市,克东县
淑萍发廊(阳光家园店),阳光家园南门旁,"126.254263,48.035907",[],黑龙江省,齐齐哈尔市,克东县
梦闲造型,克东镇宝安街鸿福花园3号楼102室,"126.254639,48.039993",15146236214,黑龙江省,齐齐哈尔市,克东县
春英发艺,宝泉小学北门,"126.213139,48.159525",[],黑龙江省,齐齐哈尔市,克东县
极艺美发(兴龙家园店),鑫源路333号东南方向90米兴龙家园,"126.244285,48.034836",[],黑龙江省,齐齐哈尔市,克东县
天姿丽发艺时尚店,克东镇蒲峪大道564号,"126.248622,48.038268",[],黑龙江省,齐齐哈尔市,克东县
美域造型,学府家园北门西90米,"126.254975,48.044725",[],黑龙江省,齐齐哈尔市,克东县
小涛造型,克昌公路与016乡道交叉口西北200米,"126.411275,47.831325",[],黑龙江省,齐齐哈尔市,克东县
阳光发艺,阳光家园二期,"126.255075,48.034925",[],黑龙江省,齐齐哈尔市,克东县
精美发艺,一中小区东门旁,"126.258143,48.039430",[],黑龙江省,齐齐哈尔市,克东县
随艺发屋(恒祥首府店),阳光家园二期,"126.254693,48.035555",[],黑龙江省,齐齐哈尔市,克东县
鑫和发艺,鑫源路与繁荣街交叉口东160米,"126.253114,48.035888",[],黑龙江省,齐齐哈尔市,克东县
红英东发艺,克东镇洪福花园8号楼门市c2,"126.252951,48.039613",[],黑龙江省,齐齐哈尔市,克东县
东风理发所,克东镇庆祥街大众食府到北,"126.243857,48.035111",[],黑龙江省,齐齐哈尔市,克东县
心缘理发店,克东镇老实验高中东侧,"126.242927,48.034989",[],黑龙江省,齐齐哈尔市,克东县
傲丽烫染理发,克东镇春和街客运站北侧,"126.245903,48.041514",[],黑龙江省,齐齐哈尔市,克东县
小慧美发,宝泉镇邮政银行对面,"126.212893,48.159527",[],黑龙江省,齐齐哈尔市,克东县
柒柒美发店,鸿福花园南区北门东90米,"126.254675,48.039925",[],黑龙江省,齐齐哈尔市,克东县
丝奴发型设计(鸿福花园店),鸿福花园3号楼,"126.255014,48.040122",[],黑龙江省,齐齐哈尔市,克东县
自由港美发形象设计,复兴街与蒲峪大道交叉口西北60米,"126.255260,48.039085",[],黑龙江省,齐齐哈尔市,克东县
天扬纹绣工作室,惠民街与蒲峪大道交叉口北100米,"126.258645,48.039339",[],黑龙江省,齐齐哈尔市,克东县
张张Nail·美甲美睫饰品工作室,峪昌路与东三街交叉口西60米,"126.254540,48.040065",[],黑龙江省,齐齐哈尔市,克东县
女王美容(人和路店),人和名苑006号,"126.251828,48.040839",13199651883,黑龙江省,齐齐哈尔市,克东县
思+美甲美睫(新泽百货店),蒲峪大道399号新泽百货F1层,"126.248632,48.037694",[],黑龙江省,齐齐哈尔市,克东县
北京造型,文明大街133号,"123.508250,47.915311",15245828538,黑龙江省,齐齐哈尔市,甘南县
芮拉,新华夏商场东门对面,"123.511261,47.918431",15174622255;18246250444,黑龙江省,齐齐哈尔市,甘南县
领航经典发艺,文明大街与建设路交叉口北40米,"123.509344,47.914678",15214449711;15214449713,黑龙江省,齐齐哈尔市,甘南县
首选美发名店(文明大街蔬菜公司楼店),文明大街蔬菜公司楼下,"123.505208,47.921349",13069688520,黑龙江省,齐齐哈尔市,甘南县
煜尚造型,工人文化宫西16门,"123.508824,47.914545",13718039123,黑龙江省,齐齐哈尔市,甘南县
理享发型设计室,甘南镇东方红街海燕楼西1门,"123.503897,47.921859",13845241176,黑龙江省,齐齐哈尔市,甘南县
丽尚美业专业染烫,甘南镇甘南县交通局楼下,"123.510989,47.917471",13514666351,黑龙江省,齐齐哈尔市,甘南县
朋克造型(园丁楼店),实验小学住宅小区东北门东南190米,"123.506099,47.919493",13763505577,黑龙江省,齐齐哈尔市,甘南县
顶端造型,烟草北10米,"123.503863,47.915552",15704622096;18714728233,黑龙江省,齐齐哈尔市,甘南县
炎炎美发,光明路与发展街交叉口西南60米,"123.503925,47.918589",15046299010,黑龙江省,齐齐哈尔市,甘南县
大宇造型(繁荣路店),甘南镇老大医院对面,"123.511091,47.917543",[],黑龙江省,齐齐哈尔市,甘南县
博悦造型,查哈阳农场博悦造型,"124.300070,48.248836",13314621777;13704616999,黑龙江省,齐齐哈尔市,甘南县
凡享美发沙龙(二店),查哈阳农场福慧小区东侧厢房第三个门市,"124.300368,48.250882",17611147288,黑龙江省,齐齐哈尔市,甘南县
东北人专业烫染美发沙龙(新农行家属楼店),农行住宅楼一楼东数六门,"123.509785,47.914218",15845651567;18246231567,黑龙江省,齐齐哈尔市,甘南县
甘南县尤恩美发沙龙,甘南镇东风街宇翔综合楼104,"123.511289,47.918277",[],黑龙江省,齐齐哈尔市,甘南县
炫酷造型专业烫染,建设路与明海街交叉口东北40米,"123.505782,47.913483",18246270677,黑龙江省,齐齐哈尔市,甘南县
Happy剪美发工作室,龙丰街与光明路交叉口南100米,"123.510392,47.919447",15845625770,黑龙江省,齐齐哈尔市,甘南县
法艺形象烫染工作室(圣泉名苑店),盛泉名苑西北门旁,"123.511592,47.920452",18746888063,黑龙江省,齐齐哈尔市,甘南县
手艺人染烫工作室,龙福嘉园18号楼,"123.513139,47.921256",15636299919,黑龙江省,齐齐哈尔市,甘南县
美约美发工作室(鑫繁荣小区店),繁荣街水产楼东1门,"123.506028,47.922351",18846380876,黑龙江省,齐齐哈尔市,甘南县
顶点烫染工作室,繁荣路204号靠近甘南县城建档案馆,"123.511252,47.917534",15174629123,黑龙江省,齐齐哈尔市,甘南县
慕尚专业烫染工作室,文明大街与光明路交叉口东南40米,"123.506838,47.919154",17790618842,黑龙江省,齐齐哈尔市,甘南县
绿茵专业烫染店(明海街店),明海街137号,"123.505450,47.913392",18646626883,黑龙江省,齐齐哈尔市,甘南县
发舞台时尚造型,025县道与金花街交叉口东220米,"124.300459,48.248687",[],黑龙江省,齐齐哈尔市,甘南县
喜理造型,农商银行对面喜理造型,"124.192625,47.897375",13045213765,黑龙江省,齐齐哈尔市,甘南县
小剪刀,金花街与025县道交叉口东南240米,"124.299917,48.247996",[],黑龙江省,齐齐哈尔市,甘南县
仟仟美发专业烫染店,建设路与明海街交叉口西40米,"123.504912,47.913229",[],黑龙江省,齐齐哈尔市,甘南县
发舞台专业染烫(文明大街店),文明大街110号新农行家属楼南2门,"123.509497,47.914121",13514666662,黑龙江省,齐齐哈尔市,甘南县
国际剪吧,奥韵经典步行街7号楼商服,"123.510247,47.918700",18514609393,黑龙江省,齐齐哈尔市,甘南县
金凤美容美发,丽山家园,"123.546816,47.769974",13946263797,黑龙江省,齐齐哈尔市,甘南县
唯美造型,广安雅苑,"123.511886,47.917314",[],黑龙江省,齐齐哈尔市,甘南县
