名称,地址,经纬度,电话,省份,城市,区县
弘晟烫染美发沙龙(卫通家园小区店),中心路187号,"127.112014,46.445657",15945956226,黑龙江省,哈尔滨市,巴彦县
未来Hair salon,县直机关小区西门南50米,"127.404686,46.085230",13945041314;15846040235,黑龙江省,哈尔滨市,巴彦县
吉米造型(幸福人家2期店),迎宾路84号幸福人家,"127.406515,46.088018",[],黑龙江省,哈尔滨市,巴彦县
Tt·剪烫染工作室,荣耀官邸,"127.400426,46.085202",[],黑龙江省,哈尔滨市,巴彦县
首领国际发型沙龙(兴隆分店),人民大街与人民路交叉口东南40米,"127.103336,46.440433",[],黑龙江省,哈尔滨市,巴彦县
Tt时尚烫染,运输小区西门南50米,"127.400973,46.081984",[],黑龙江省,哈尔滨市,巴彦县
七月·造型,荣耀综合小区北门西150米,"127.397539,46.082674",15124631544,黑龙江省,哈尔滨市,巴彦县
文美发型工作室(馨园小区店),巴彦镇黎明街馨园小区3栋6单元一层2号,"127.399621,46.085529",13703629988,黑龙江省,哈尔滨市,巴彦县
艺手遮添美发沙龙,兴隆林业局十三委,"127.133496,46.441639",[],黑龙江省,哈尔滨市,巴彦县
娜娜美发,电力集贸小区楼下娜娜美发人民大街449号,"127.412518,46.080783",13604508030,黑龙江省,哈尔滨市,巴彦县
匠人美发,西直路149号,"127.400862,46.081743",15776611036,黑龙江省,哈尔滨市,巴彦县
潮牌造型(运输小区店),北直路224号,"127.402403,46.082489",0451-57589911,黑龙江省,哈尔滨市,巴彦县
默飞烫染连锁店,巴彦镇北直路234号,"127.403460,46.082424",0451-57009898,黑龙江省,哈尔滨市,巴彦县
莹莹美发(文治颐园店),巴彦镇文治颐园东商服24号门,"127.408557,46.087020",13717871555;15846041860,黑龙江省,哈尔滨市,巴彦县
金铭都美发,人民大街与龙江路交叉口西40米,"127.394978,46.081229",[],黑龙江省,哈尔滨市,巴彦县
罗红时尚烫染(金地家园店),石桥路与西直路交汇处,"127.401410,46.079742",13603651588,黑龙江省,哈尔滨市,巴彦县
小埕美发工作室,人民大街154号,"127.397447,46.081261",[],黑龙江省,哈尔滨市,巴彦县
酷发烫染,集市东路与人民大街交叉口西南40米,"127.409976,46.080410",13100883820,黑龙江省,哈尔滨市,巴彦县
靓点美发,希望路与兴林东路交叉口西北60米,"127.133155,46.441585",[],黑龙江省,哈尔滨市,巴彦县
名剪专业烫染店,兴隆镇中心路64号,"127.108373,46.441910",13029861146,黑龙江省,哈尔滨市,巴彦县
头等大事发型工作室(治安路店),治安路15号文化小区,"127.403625,46.083975",13836040714,黑龙江省,哈尔滨市,巴彦县
阿利美业,荣耀综合小区北门西160米,"127.397530,46.082709",15561582005,黑龙江省,哈尔滨市,巴彦县
仟美发艺,巴彦镇人民大街9号东门里三十米道北,"127.422853,46.080310",18345740080,黑龙江省,哈尔滨市,巴彦县
马尚造型设计工作室,巴彦镇吉庆街劳动局综合楼主体楼首层西数第二门,"127.394434,46.081544",18686804034,黑龙江省,哈尔滨市,巴彦县
艺剪坊(迎宾路店),大东方购物中心,"127.111181,46.439256",[],黑龙江省,哈尔滨市,巴彦县
鸿妍造型烫染,兴隆镇育德委,"127.103612,46.440526",18846415455,黑龙江省,哈尔滨市,巴彦县
名朗发型制作,中心路19号,"127.108825,46.440947",18746489981;18845789966,黑龙江省,哈尔滨市,巴彦县
玲姐发艺(文治颐园店),东直路362号文治颐园,"127.406774,46.087177",[],黑龙江省,哈尔滨市,巴彦县
风在发端(吉庆路店),巴彦镇福泰花园2号楼,"127.399603,46.087928",[],黑龙江省,哈尔滨市,巴彦县
孙家美发馆,兴隆镇得权街,"127.112651,46.442544",[],黑龙江省,哈尔滨市,巴彦县
小言造型,运输小区西侧商服361号,"127.400823,46.082203",[],黑龙江省,哈尔滨市,巴彦县
冰城烫染发型室,福泰家园,"127.396959,46.088192",15846044036,黑龙江省,哈尔滨市,巴彦县
荣耀美发,文化路与人民大街交叉口北40米,"127.397140,46.081640",[],黑龙江省,哈尔滨市,巴彦县
卓飞美发专业烫染,巴彦镇兴大对面胡同,"127.409852,46.080514",[],黑龙江省,哈尔滨市,巴彦县
Ins Hair形象设计,集市路博雅怡园博雅怡园二期门市,"127.406175,46.079625",[],黑龙江省,哈尔滨市,巴彦县
张张美发工作室,馨园小区,"127.399610,46.085541",[],黑龙江省,哈尔滨市,巴彦县
名匠造型(馨园小区店),巴彦镇拥证路217号,"127.400000,46.085560",[],黑龙江省,哈尔滨市,巴彦县
红艺美发设计(福泰花园店),吉庆路68号福泰花园,"127.397923,46.088199",[],黑龙江省,哈尔滨市,巴彦县
烽火美业,吉庆路68号福泰花园,"127.396656,46.088201",[],黑龙江省,哈尔滨市,巴彦县
焦点专业烫染美发(绥巴公路店),兴隆镇泰圣浴池旁,"127.108283,46.441691",15046152093,黑龙江省,哈尔滨市,巴彦县
卓亚造型,运输小区西门南70米,"127.400874,46.081866",[],黑龙江省,哈尔滨市,巴彦县
小凯专业烫染,拥政路333号,"127.407911,46.084992",15245034563,黑龙江省,哈尔滨市,巴彦县
美坤美容美发,集市东路与集市路交叉口西南40米,"127.409825,46.078975",[],黑龙江省,哈尔滨市,巴彦县
格格梳专业女子烫染,绥巴公路与学府街交叉口西南40米,"127.109057,46.443344",0451-57538474,黑龙江省,哈尔滨市,巴彦县
阿志造型(中兴购物广场店),中心路中兴购物广场(东北角),"127.107658,46.441095",15114541671,黑龙江省,哈尔滨市,巴彦县
叁時理髮店,巴彦镇中心街欧街综合楼A栋一楼第一号,"127.405344,46.079665",15945453592,黑龙江省,哈尔滨市,巴彦县
阿东发型设计室,幸福家园小区西门东北50米,"127.405121,46.082399",19804563456,黑龙江省,哈尔滨市,巴彦县
酷贝造型,春林路与民生西路交叉口南20米,"127.124974,46.441739",[],黑龙江省,哈尔滨市,巴彦县
拾光造型,人民大街与人民路交叉口西40米,"127.102417,46.440571",[],黑龙江省,哈尔滨市,巴彦县
金剪子发型设计(贵宾时尚宾馆店),华星文苑南门东南60米,"127.401536,46.079734",18345734583,黑龙江省,哈尔滨市,巴彦县
一豪造型(馨馨花园一期店),集市路248号馨馨花园一期,"127.402120,46.078512",18210322767,黑龙江省,哈尔滨市,巴彦县
手艺人美发,兴隆中学西南门旁,"127.108261,46.443735",17545124686,黑龙江省,哈尔滨市,巴彦县
格色风专业烫染(中心路店),兴隆镇中心路,"127.108263,46.441650",15114548832,黑龙江省,哈尔滨市,巴彦县
名流美容美发(华星文苑店),华星文苑西北门南130米,"127.400738,46.080076",13796133233,黑龙江省,哈尔滨市,巴彦县
完美造型(西直路店),油厂家属楼,"127.176659,46.150371",13945046037,黑龙江省,哈尔滨市,巴彦县
沙宣造型烫染(华星文苑店),华星文苑南门旁,"127.400910,46.079963",13703632004,黑龙江省,哈尔滨市,巴彦县
美芙蓉美发(山后客车站道南),兴隆镇山后客车站点道南,"127.108804,46.440895",15846042932,黑龙江省,哈尔滨市,巴彦县
理想烫染(拥政路店),苏城花园北门东北50米,"127.407826,46.084999",15704618339,黑龙江省,哈尔滨市,巴彦县
袁伟专业烫染(人民大街步行街店),龙江新苑南门东南100米,"127.394991,46.081273",15545998051,黑龙江省,哈尔滨市,巴彦县
首都美发设计会馆(华星文苑店),西直路311号西牌楼南50米道东,"127.400750,46.080370",15945671033,黑龙江省,哈尔滨市,巴彦县
小海燕美发,巴彦县客运服务中心南1门旁,"127.396257,46.081249",13945047649,黑龙江省,哈尔滨市,巴彦县
禧源美发(中意小区店),北直路399号,"127.412013,46.082373",15663811425,黑龙江省,哈尔滨市,巴彦县
美都·造型(馨馨花园一期店),卫建街馨馨花园小区D栋西数1号商服,"127.402165,46.078499",18145575901,黑龙江省,哈尔滨市,巴彦县
晓霞专业烫染(西直路),金地家园西2门旁,"127.400746,46.079239",13796222145,黑龙江省,哈尔滨市,巴彦县
法兰泥美发纹绣养生会所,巴彦镇古街25号,"127.405842,46.080153",[],黑龙江省,哈尔滨市,巴彦县
鹏鸿美容美发,金泰商业街北.D13 号,"127.393142,46.084627",18546232753,黑龙江省,哈尔滨市,巴彦县
妃凡造型(人民大街步行街店),人民大街与通圃路交叉口东南40米,"127.413940,46.080417",[],黑龙江省,哈尔滨市,巴彦县
印迪娜自然护发馆(太平路店),育新小学东门西北100米,"127.405936,46.084048",[],黑龙江省,哈尔滨市,巴彦县
主流发型专业烫染店,兴隆镇人民大街276号,"127.103468,46.440534",[],黑龙江省,哈尔滨市,巴彦县
美格发型印象,绥巴公路与人民大街交叉口北120米,"127.108218,46.441376",[],黑龙江省,哈尔滨市,巴彦县
金起点发型工作室,[],"127.104821,46.440755",18346134892,黑龙江省,哈尔滨市,巴彦县
巅峰秀场(金泰步行街店),巴彦镇金泰儿童街b-6,"127.393002,46.083365",[],黑龙江省,哈尔滨市,巴彦县
选择专业美发(华星文苑店),华星文苑西北门南110米,"127.400771,46.080235",[],黑龙江省,哈尔滨市,巴彦县
鑫源发艺,人民大街190号,"127.398906,46.081209",[],黑龙江省,哈尔滨市,巴彦县
米兰造型,生资小区西南门东160米,"127.102653,46.440597",15045443888,黑龙江省,哈尔滨市,巴彦县
靓丽美发(迎宾路店),兴隆镇客运站对面,"127.112112,46.440520",13796158034,黑龙江省,哈尔滨市,巴彦县
天鹅美容美发,人民大街与人民路交叉口东180米,"127.105156,46.440451",[],黑龙江省,哈尔滨市,巴彦县
姐妹发艺,兴隆镇中心路68号,"127.108339,46.441806",[],黑龙江省,哈尔滨市,巴彦县
二伟剪吧(馨馨花园二期店),馨馨花园二期北门西50米,"127.403517,46.078174",13030099560,黑龙江省,哈尔滨市,巴彦县
艺尚造型(人民大街店),兴隆镇人民大街304号(老分局道口),"127.109326,46.440779",[],黑龙江省,哈尔滨市,巴彦县
首选发型印象(悦和家园店),悦和家园西门旁,"127.400734,46.077950",[],黑龙江省,哈尔滨市,巴彦县
金艺美发烫染工作室(华星文苑店),华星文苑西北门南150米,"127.400733,46.079963",[],黑龙江省,哈尔滨市,巴彦县
辰熙HairSalon,集市路354号,"127.401255,46.079775",[],黑龙江省,哈尔滨市,巴彦县
小磊美发(幸福家园小区店),幸福家园小区西门西150米,"127.403458,46.082447",[],黑龙江省,哈尔滨市,巴彦县
古贝美发沙龙(华星文苑店),巴彦镇华星文苑C栋,"127.402574,46.080512",[],黑龙江省,哈尔滨市,巴彦县
海艳专业美发(国泰嘉园店),国泰嘉园东门旁,"127.097712,46.439935",18646101015,黑龙江省,哈尔滨市,巴彦县
喜理·美发沙龙,北直路与迎宾路交叉口西60米,"127.404391,46.082384",[],黑龙江省,哈尔滨市,巴彦县
名仕造型专业烫染(人民大街步行街店),龙江新苑南门东100米,"127.395110,46.081475",[],黑龙江省,哈尔滨市,巴彦县
尚丝造型专业烫染(农行小区店),北直路与西直路交叉口西60米,"127.399977,46.082621",[],黑龙江省,哈尔滨市,巴彦县
红玉美发室(兴隆镇酒厂小区店),兴隆镇酒厂小区1栋,"127.114209,46.445497",[],黑龙江省,哈尔滨市,巴彦县
英雄联盟发型工作室(恒瑞花园店),巴彦镇恒瑞小区2号楼,"127.411159,46.084575",[],黑龙江省,哈尔滨市,巴彦县
标榜专业烫染店,古街与人民大街交叉口南60米,"127.406169,46.080453",13836010503,黑龙江省,哈尔滨市,巴彦县
兴隆镇哆唻咪风暴造型,兴隆林业局五委B号楼10号门,"127.130406,46.442458",15046705774,黑龙江省,哈尔滨市,巴彦县
千姿美发,德祥乡卫生院东北侧50米,"127.191926,46.493969",[],黑龙江省,哈尔滨市,巴彦县
小纯美发造型,北直路191号,"127.400125,46.082875",18043461578;18404057000,黑龙江省,哈尔滨市,巴彦县
幸运专业美发沙龙,人民大街234号,"127.399996,46.081109",15114618324,黑龙江省,哈尔滨市,巴彦县
发友汇十元快剪,东直路323东北方向130米恒瑞花园,"127.408839,46.084858",[],黑龙江省,哈尔滨市,巴彦县
十年发型工作室,兴南六路49号,"127.411255,46.084560",15134592518,黑龙江省,哈尔滨市,巴彦县
剪多多烫染造型,绥巴公路与人民大街交叉口北80米,"127.108000,46.441062",[],黑龙江省,哈尔滨市,巴彦县
春意美发,612乡道与绥巴公路交叉口北220米,"127.236055,46.353742",[],黑龙江省,哈尔滨市,巴彦县
商服铭洋美业,巴彦镇华星二楼,"127.405675,46.081175",[],黑龙江省,哈尔滨市,巴彦县
君乐发艺,建工路252号,"127.407744,46.076704",[],黑龙江省,哈尔滨市,巴彦县
TOP烫染,北直路与西直路交叉口西60米,"127.400075,46.082575",18003650538,黑龙江省,哈尔滨市,巴彦县
吾·道美发工作室,华星文苑南门东南60米,"127.401529,46.079718",15546474771,黑龙江省,哈尔滨市,巴彦县
莉莉美发,东直路与南直路交叉口西南20米,"127.407663,46.075241",[],黑龙江省,哈尔滨市,巴彦县
林娟发艺,兴隆镇中心路59号,"127.109382,46.440768",[],黑龙江省,哈尔滨市,巴彦县
昕熙造型,北直路164号,"127.399741,46.082645",15045443391,黑龙江省,哈尔滨市,巴彦县
飞浪美发,人民大街341号,"127.103570,46.440527",[],黑龙江省,哈尔滨市,巴彦县
新感觉美发,中心大街与振兴路交叉口东南160米,"127.485394,46.359529",[],黑龙江省,哈尔滨市,巴彦县
360度美发,盛世嘉园西北门东100米,"127.183673,46.152424",13644581154,黑龙江省,哈尔滨市,巴彦县
风尚烫染专业店(兴隆分店),人民大街与人民路交叉口东80米,"127.103835,46.440510",[],黑龙江省,哈尔滨市,巴彦县
添予美发工作室,集市路248号馨馨花园一期,"127.403575,46.078434",13091442667,黑龙江省,哈尔滨市,巴彦县
老李理发馆,南直路与冰国路交叉口西北100米,"127.178798,46.148933",13945032618,黑龙江省,哈尔滨市,巴彦县
鑫鑫美发,龙庙中学西南门南60米,"127.235198,46.352000",[],黑龙江省,哈尔滨市,巴彦县
吴氏逆龄时光美业,欧街与步行街交叉口东南20米,"127.404692,46.080372",[],黑龙江省,哈尔滨市,巴彦县
炫坊美发工作室,人民大街与迎宾路交叉口东南100米,"127.407200,46.080442",[],黑龙江省,哈尔滨市,巴彦县
短发故事(金泰步行街店),金泰生活购物广场南门旁,"127.392556,46.083149",[],黑龙江省,哈尔滨市,巴彦县
晓丽美发,迎宾路与绥巴公路交叉口北140米,"127.111730,46.440741",[],黑龙江省,哈尔滨市,巴彦县
鑫妍理烫发,兴隆宴席厅对面,"127.098319,46.441600",[],黑龙江省,哈尔滨市,巴彦县
金木美容美发(农行小区店),北直路(建设局路南)农行楼下,"127.400078,46.082598",13664573811,黑龙江省,哈尔滨市,巴彦县
超越美发,红光乡人民政府西南侧120米,"126.973677,46.426400",[],黑龙江省,哈尔滨市,巴彦县
欣怡美发,巴彦镇时代家园,"127.406925,46.078238",[],黑龙江省,哈尔滨市,巴彦县
仙姿烫染店,中心大街与平安大街交叉口西北180米,"127.485310,46.359313",13206569345,黑龙江省,哈尔滨市,巴彦县
美格美发,西集镇书香门第商服5号门,"127.184246,46.152568",[],黑龙江省,哈尔滨市,巴彦县
小毕子发型设计(嘉丰小区店),西集镇嘉丰小区,"127.177778,46.149843",13766948816,黑龙江省,哈尔滨市,巴彦县
创艺专业美发烫染,兴隆镇人民大街377号,"127.104785,46.440663",13674654788,黑龙江省,哈尔滨市,巴彦县
新奇艺发型设计(建东路店),博雅怡园东1门旁,"127.405768,46.079002",13644646173,黑龙江省,哈尔滨市,巴彦县
超美烫染,集市东路与集市路交叉口北40米,"127.409899,46.079649",[],黑龙江省,哈尔滨市,巴彦县
丽萍美发室,铁西街运管站楼下,"127.114761,46.443096",[],黑龙江省,哈尔滨市,巴彦县
纤手发型,丰乐乡康庄中学校西南门南80米,"127.123375,46.299825",[],黑龙江省,哈尔滨市,巴彦县
金港造型(华星文苑店),巴彦县集市路373商服,"127.401579,46.079979",[],黑龙江省,哈尔滨市,巴彦县
新艺烫染,巴彦镇兴大对面八珍熟食店胡同,"127.410044,46.080419",[],黑龙江省,哈尔滨市,巴彦县
辉仔发型设计室(文治颐园店),幸福人家1期东门南70米,"127.406337,46.086112",[],黑龙江省,哈尔滨市,巴彦县
顶剪一族,金源嘉园东门旁,"127.403075,46.088525",[],黑龙江省,哈尔滨市,巴彦县
曼哥发艺,福泰小区东门南220米,"127.400825,46.087175",[],黑龙江省,哈尔滨市,巴彦县
东旭美发,欧街7号,"127.404712,46.079875",[],黑龙江省,哈尔滨市,巴彦县
丝蒂形象设计(恒瑞花园店),东直路383号,"127.408862,46.085297",[],黑龙江省,哈尔滨市,巴彦县
黑猫造型,绥巴公路巴彦县龙庙中学,"127.236356,46.352923",15246651171,黑龙江省,哈尔滨市,巴彦县
首艺造型(华星文苑店),二百南胡同华兴文苑B栋商服,"127.402538,46.080211",[],黑龙江省,哈尔滨市,巴彦县
凤飞专业染烫,巴彦镇西直路315号,"127.400757,46.080371",[],黑龙江省,哈尔滨市,巴彦县
明明形象烫染,荣耀综合小区北门西北90米,"127.398313,46.082956",15045440033,黑龙江省,哈尔滨市,巴彦县
枫叶美发(人民大街步行街店),人民大街与集市东路交叉口东120米,"127.411758,46.080912",[],黑龙江省,哈尔滨市,巴彦县
梅子发艺,广电小区西北门旁,"127.408786,46.083746",15846041355;15846401355,黑龙江省,哈尔滨市,巴彦县
四季理烫染工作室,巴彦是馨馨花园二期十二号楼,"127.405241,46.078061",[],黑龙江省,哈尔滨市,巴彦县
东尼发艺(电业小区店),电业小区东门旁,"127.400402,46.080394",[],黑龙江省,哈尔滨市,巴彦县
金典发艺,611乡道与南直路交叉口东北100米,"127.178938,46.151116",[],黑龙江省,哈尔滨市,巴彦县
社区烫染社(福泰花园店),福泰花园北区西南门旁,"127.397167,46.088188",15146015808,黑龙江省,哈尔滨市,巴彦县
山河美发,平安大街与中心大街交叉口东160米,"127.488367,46.358319",15114540188,黑龙江省,哈尔滨市,巴彦县
鑫派造型,龙江新苑南2门东170米,"127.395004,46.081481",[],黑龙江省,哈尔滨市,巴彦县
长虹美发,中国移动(隆瑞店)东侧80米,"127.335748,46.569847",15945954841,黑龙江省,哈尔滨市,巴彦县
新月美发沙龙,611乡道与南直路交叉口东140米,"127.179818,46.151019",[],黑龙江省,哈尔滨市,巴彦县
红艳美发,商都北大门对面红艳美发,"127.409428,46.080146",[],黑龙江省,哈尔滨市,巴彦县
双双美容美发,兴隆镇二院南侧110米,"127.111807,46.448433",15945953946,黑龙江省,哈尔滨市,巴彦县
剪剪风烫染流行馆,南直路与集发路交叉口南60米,"127.177162,46.151580",[],黑龙江省,哈尔滨市,巴彦县
雅坤美发店,人民大街与文化路交叉口东南50米,"127.098325,46.440559",[],黑龙江省,哈尔滨市,巴彦县
东芝美容美发(巴彦商都店),集市路128号巴彦商都F1层,"127.409988,46.079875",[],黑龙江省,哈尔滨市,巴彦县
清新美发沙龙,兴隆镇中心路106号,"127.108222,46.443743",[],黑龙江省,哈尔滨市,巴彦县
梦娜丝美发美甲,和谐家园东门南80米,"127.399961,46.074810",[],黑龙江省,哈尔滨市,巴彦县
爱尚烫染,金盛路与拥政路交叉口西南40米,"127.392696,46.085355",[],黑龙江省,哈尔滨市,巴彦县
哆唻咪理发店,保卫路与民生西路交叉口西南60米,"127.126025,46.441575",[],黑龙江省,哈尔滨市,巴彦县
逸染造型美发沙龙,集市路248号馨馨花园一期,"127.403125,46.078825",[],黑龙江省,哈尔滨市,巴彦县
早晚美甲美睫工作室,育新校北门治安路4号,"127.406006,46.084042",18846418123,黑龙江省,哈尔滨市,巴彦县
悦熙美容工作室,金泰商业街B-16,"127.393054,46.083740",18246027783,黑龙江省,哈尔滨市,巴彦县
美丽坊美容纹绣工作室,育新小学东门北100米,"127.406010,46.084085",13945046322,黑龙江省,哈尔滨市,巴彦县
微微工作室,兴隆镇隆盛宾馆对面,"127.105922,46.439509",15114546772,黑龙江省,哈尔滨市,巴彦县
闺中密友美容工作室(华星文苑店),华星文苑A栋一层东数2号,"127.402540,46.080002",[],黑龙江省,哈尔滨市,巴彦县
喜乐美甲工作室,古街三号楼一单元一层5号商服,"127.407106,46.080123",15046708145,黑龙江省,哈尔滨市,巴彦县
小包包美甲美睫工作室,瑞桥怡园10号楼北24库,"127.396817,46.077383",13766995062,黑龙江省,哈尔滨市,巴彦县
秀姐工作室,西集镇永安街西集南苑综合楼首层东数10号,"127.181187,46.151514",[],黑龙江省,哈尔滨市,巴彦县
上品工作室,158县道与612乡道交叉口东南220米,"127.121371,46.302012",[],黑龙江省,哈尔滨市,巴彦县
杜叔纹身工作室,欧街与步行街交叉口南60米,"127.404704,46.080044",[],黑龙江省,哈尔滨市,巴彦县
男士理发馆,中心大街与平安大街交叉口西北120米,"127.485584,46.358873",[],黑龙江省,哈尔滨市,巴彦县
小燕美容美发(哈尔滨依兰县),老公安局楼下,"129.561371,46.315834",13936556663,黑龙江省,哈尔滨市,依兰县
名仕新感觉发艺,万家园东门西北50米,"129.563489,46.317699",15045290158,黑龙江省,哈尔滨市,依兰县
护林韵达中通名仕美发,护林村中学道口,"129.953709,46.015627",[],黑龙江省,哈尔滨市,依兰县
小六发艺时尚店(依兰店),万家园南门西南110米,"129.561981,46.316489",0451-57229111,黑龙江省,哈尔滨市,依兰县
明达造型品质烫染店(万家园店),万家园东门西200米,"129.562049,46.317421",18646102207,黑龙江省,哈尔滨市,依兰县
星冠美业形象设计,普照幼儿学校北1门旁,"129.561850,46.318773",0451-51612088;15845039688,黑龙江省,哈尔滨市,依兰县
君亿美业,锦绣花园小区东南门旁,"129.570169,46.324633",18345086686,黑龙江省,哈尔滨市,依兰县
美雅美发沙龙(前进街店),依兰镇通江路511号,"129.563903,46.322261",0451-57280790;13274627899,黑龙江省,哈尔滨市,依兰县
首艺造型(建设街店),建设街龙泉宾馆洗浴对面,"129.567825,46.313416",[],黑龙江省,哈尔滨市,依兰县
新剪与爱发艺(依兰店),健康街494号,"129.567722,46.320439",18246606265,黑龙江省,哈尔滨市,依兰县
亿佰分美发(旗舰店),通江路600号,"129.564735,46.319221",13089708123;14784600555,黑龙江省,哈尔滨市,依兰县
依兰绅度男士理发馆,通河路西527号,"129.563325,46.323375",15246720876,黑龙江省,哈尔滨市,依兰县
千艺造型(水韵紫城二期店),依兰镇水韵紫城二期34号楼门市,"129.567707,46.332385",15114638880,黑龙江省,哈尔滨市,依兰县
Y艺朗造型,土地局432号门市,"129.569512,46.320521",13199453543,黑龙江省,哈尔滨市,依兰县
森佐造型(水韵紫城二期店),水韵紫城二期24号楼4门市,"129.568749,46.335115",15636048987,黑龙江省,哈尔滨市,依兰县
美格造型(光耀巷店),万家园东门西70米,"129.563203,46.317663",15845140713,黑龙江省,哈尔滨市,依兰县
拾光·造型,金领华城镇医院对面,"129.570545,46.319499",17648841688,黑龙江省,哈尔滨市,依兰县
圣尧美发沙龙(牡丹园店),建设街牡丹家园六号楼东数第一门市,"129.557619,46.312520",18211152876,黑龙江省,哈尔滨市,依兰县
南方名剪,老电影院胡同,"129.565412,46.317322",13945196194,黑龙江省,哈尔滨市,依兰县
依兰县付丽发艺店,新育红小区北门东北70米,"129.567820,46.314978",13936031369,黑龙江省,哈尔滨市,依兰县
觅镜美发沙龙(汇丰花园店),通河街550号汇丰花园,"129.563126,46.323782",18646322207,黑龙江省,哈尔滨市,依兰县
丝美剪业(公安小区店),大众街公安小区(五国城路),"129.560880,46.314511",13351815103,黑龙江省,哈尔滨市,依兰县
